FISC_PERIOD,FISC_YEAR,REGION,OFFICE,TOWN,TTL_CPS_ACEPT_M,TTL_CPS_SUBS_M,TTL_ALLEGAT_M,TTL_ALLEGAT_SUBS_M,TTL_PHYS_ABUSE_M,TTL_EDUC_NEGLECT_M,TTL_EMOT_NEGLECT_M,TTL_HIGH_RISK_M,TTL_MEDI_NEGLECT_M,TTL_AT_RISK_M,TTL_PHYS_NEGLECT_M,TTL_SEX_ABUSE_M,SUBS_PHYS_ABUSE_M,SUBS_EDUC_NEGLECT_M,SUBS_EMOT_NEGLECT_M,SUBS_HIGH_RISK_M,SUBS_MEDI_NEGLECT_M,SUBS_AT_RISK_M,SUBS_PHYS_NEGLECT_M,SUBS_SEX_ABUSE_M,CHILDREN_SUBS,RATE_PHYS_ABUSE_M,RATE_EDUC_NEGLECT_M,RATE_EMOT_NEGLECT_M,RATE_HIGH_RISK_M,RATE_MEDI_NEGLECT_M,RATE_AT_RISK_M,RATE_PHYS_NEGLECT_M,RATE_SEX_ABUSE_M
07/01/2015 - 06/30/2016,2016,REGION 3,NORWICH,NORTH STONINGTON,26,<= 10,87,22,<= 10,-,18,-,-,-,53,<= 10,-,-,<= 10,-,-,-,13,<= 10,<= 10,0 - 10 %,-,20 - 30 %,-,-,-,25%,70 - 80 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,PLAINFIELD,241,30,647,82,39,12,121,-,13,-,411,26,-,<= 10,21,-,-,-,44,14,46,-,70 - 80 %,92%,-,-,-,43%,97%
07/01/2012 - 06/30/2013,2013,REGION 5,DANBURY,NEWTOWN,109,16,281,42,28,<= 10,58,-,<= 10,-,173,<= 10,-,-,18,-,-,-,20,<= 10,20,-,0 - 10 %,66%,-,0 - 10 %,-,23%,40 - 50 %
07/01/2014 - 06/30/2015,2015,REGION 3,WILLIMANTIC,WINDHAM,462,51,1132,155,119,50,216,-,24,-,663,29,11,14,47,-,<= 10,-,71,<= 10,78,29%,33%,67%,-,10 - 20 %,-,26%,50 - 60 %
07/01/2012 - 06/30/2013,2013,REGION 1,NORWALK,WILTON,37,<= 10,96,<= 10,<= 10,<= 10,14,-,<= 10,-,57,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,BARKHAMSTED,17,<= 10,52,12,<= 10,-,<= 10,-,<= 10,-,37,<= 10,-,-,<= 10,-,<= 10,-,<= 10,<= 10,<= 10,0 - 10 %,-,60 - 70 %,-,90 - 100 %,-,40 - 50 %,40 - 50 %
07/01/2014 - 06/30/2015,2015,REGION 3,NORWICH,SPRAGUE,57,<= 10,191,33,<= 10,<= 10,45,-,<= 10,-,125,<= 10,<= 10,<= 10,14,-,-,-,15,-,15,10 - 20 %,40 - 50 %,122%,-,0 - 10 %,-,43%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,WATERBURY,BEACON FALLS,33,-,76,-,12,<= 10,14,-,<= 10,-,40,<= 10,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-,-,0 - 10 %,-,-,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 4,MANCHESTER,ANDOVER,16,-,43,-,<= 10,<= 10,<= 10,-,<= 10,-,30,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,-,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 3,NORWICH,STONINGTON,73,13,204,41,13,<= 10,48,-,<= 10,-,128,<= 10,-,-,13,-,-,-,27,-,17,-,0 - 10 %,64%,-,0 - 10 %,-,32%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,GOSHEN,11,<= 10,37,<= 10,<= 10,-,<= 10,-,<= 10,-,24,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,20 - 30 %,-,0 - 10 %,-,10 - 20 %,-
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,MIDDLEFIELD,<= 10,-,18,-,<= 10,-,<= 10,-,-,-,11,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-,0 - 10 %,-,-,-,-,-
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,ESSEX,24,<= 10,64,15,<= 10,-,19,-,<= 10,-,33,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,80 - 90 %,-,0 - 10 %,-,40 - 50 %,90 - 100 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,NEW HARTFORD,40,<= 10,91,28,<= 10,-,13,-,<= 10,-,65,-,<= 10,-,<= 10,-,-,-,21,-,14,10 - 20 %,-,40 - 50 %,-,0 - 10 %,-,129%,-
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,EAST HADDAM,30,<= 10,75,24,<= 10,-,21,-,<= 10,-,44,-,<= 10,-,<= 10,-,-,-,13,-,<= 10,20 - 30 %,-,110 - 120 %,-,0 - 10 %,-,58%,-
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,ASHFORD,28,<= 10,119,29,<= 10,-,39,-,<= 10,-,68,<= 10,<= 10,-,12,-,-,-,14,<= 10,<= 10,30 - 40 %,-,31%,-,0 - 10 %,-,21%,40 - 50 %
07/01/2015 - 06/30/2016,2016,REGION 5,DANBURY,BETHEL,78,13,177,28,21,<= 10,19,-,<= 10,-,116,<= 10,<= 10,<= 10,<= 10,-,-,-,17,-,14,10 - 20 %,10 - 20 %,30 - 40 %,-,0 - 10 %,-,15%,0 - 10 %
07/01/2010 - 06/30/2011,2011,REGION 3,NORWICH,WATERFORD,91,16,225,36,39,<= 10,29,-,<= 10,-,134,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,24,-,21,0 - 10 %,90 - 100 %,70 - 80 %,-,40 - 50 %,-,31%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,LITCHFIELD,38,<= 10,114,23,14,<= 10,17,-,<= 10,-,66,<= 10,-,<= 10,<= 10,-,-,-,12,<= 10,12,-,160 - 170 %,110 - 120 %,-,0 - 10 %,-,57%,30 - 40 %
07/01/2015 - 06/30/2016,2016,ALL,NULL,Statewide,31269,5099,76472,14743,7913,2543,12364,-,1595,-,48191,1832,620,540,2762,-,327,-,9783,464,7241,8%,21%,22%,-,21%,-,20%,25%
07/01/2012 - 06/30/2013,2013,OTHER,NULL,OTHER,376,59,890,138,78,20,173,-,14,-,552,27,<= 10,<= 10,26,-,<= 10,-,91,<= 10,74,0 - 10 %,120 - 130 %,15%,-,30 - 40 %,-,67%,20 - 30 %
07/01/2015 - 06/30/2016,2016,REGION 3,WILLIMANTIC,MANSFIELD,65,11,144,34,14,<= 10,17,-,<= 10,-,99,<= 10,-,-,<= 10,-,-,-,26,-,16,-,0 - 10 %,80 - 90 %,-,0 - 10 %,-,54%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,WOODBRIDGE,22,<= 10,42,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,23,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,10 - 20 %,-,0 - 10 %,-,0 - 10 %,-
07/01/2014 - 06/30/2015,2015,REGION 2,MILFORD,NORTH BRANFORD,66,13,155,22,15,<= 10,29,-,<= 10,-,85,<= 10,<= 10,<= 10,<= 10,-,-,-,<= 10,<= 10,13,10 - 20 %,90 - 100 %,30 - 40 %,-,0 - 10 %,-,20 - 30 %,70 - 80 %
07/01/2014 - 06/30/2015,2015,REGION 3,WILLIMANTIC,WOODSTOCK,52,<= 10,161,41,12,<= 10,41,-,<= 10,-,91,<= 10,<= 10,-,19,-,-,-,21,-,18,0 - 10 %,0 - 10 %,145%,-,0 - 10 %,-,33%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,SALISBURY,<= 10,-,12,-,<= 10,<= 10,<= 10,-,-,-,<= 10,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 1,NORWALK,WESTON,23,<= 10,60,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,36,<= 10,-,-,-,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,0 - 10 %,90 - 100 %
07/01/2015 - 06/30/2016,2016,REGION 4,MANCHESTER,VERNON,357,49,899,125,94,14,130,-,<= 10,-,608,26,<= 10,<= 10,18,-,<= 10,-,88,<= 10,61,0 - 10 %,20 - 30 %,16%,-,10 - 20 %,-,21%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 3,NORWICH,LISBON,28,<= 10,87,38,<= 10,-,21,-,-,-,58,<= 10,<= 10,-,14,-,-,-,23,-,<= 10,20 - 30 %,-,67%,-,-,-,40%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 6,NEW BRITAIN,BERLIN,80,14,199,28,15,<= 10,34,-,<= 10,-,128,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,17,<= 10,20,20 - 30 %,10 - 20 %,40 - 50 %,-,60 - 70 %,-,25%,30 - 40 %
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,ESSEX,15,<= 10,32,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,15,-,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,10 - 20 %,-
07/01/2010 - 06/30/2011,2011,REGION 3,NORWICH,NORTH STONINGTON,17,<= 10,56,14,<= 10,<= 10,12,-,-,-,33,<= 10,-,-,<= 10,-,-,-,12,-,<= 10,0 - 10 %,0 - 10 %,10 - 20 %,-,-,-,36%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,WATERBURY,PROSPECT,34,<= 10,100,<= 10,<= 10,<= 10,23,-,-,-,52,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 5,WATERBURY,PROSPECT,33,<= 10,89,19,<= 10,-,<= 10,-,-,-,66,<= 10,-,-,<= 10,-,-,-,17,-,<= 10,0 - 10 %,-,10 - 20 %,-,-,-,26%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,LEBANON,35,<= 10,82,13,<= 10,<= 10,<= 10,-,<= 10,-,54,<= 10,<= 10,<= 10,<= 10,-,-,-,<= 10,-,<= 10,10 - 20 %,10 - 20 %,30 - 40 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 4,MANCHESTER,SOMERS,42,<= 10,107,18,<= 10,<= 10,16,-,<= 10,-,64,<= 10,-,-,<= 10,-,<= 10,-,<= 10,<= 10,13,0 - 10 %,0 - 10 %,10 - 20 %,-,10 - 20 %,-,10 - 20 %,60 - 70 %
07/01/2015 - 06/30/2016,2016,REGION 3,WILLIMANTIC,SCOTLAND,16,<= 10,55,<= 10,<= 10,<= 10,<= 10,-,-,-,34,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,10 - 20 %,-,-,-,10 - 20 %,-
07/01/2015 - 06/30/2016,2016,REGION 5,WATERBURY,PROSPECT,35,<= 10,89,19,<= 10,<= 10,27,-,-,-,40,<= 10,<= 10,<= 10,<= 10,-,-,-,<= 10,-,<= 10,10 - 20 %,70 - 80 %,20 - 30 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 1,NORWALK,DARIEN,48,<= 10,139,15,15,<= 10,38,-,<= 10,-,74,<= 10,-,-,<= 10,-,<= 10,-,<= 10,-,<= 10,-,0 - 10 %,20 - 30 %,-,20 - 30 %,-,0 - 10 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,PLYMOUTH,103,11,234,22,30,<= 10,47,-,<= 10,-,135,<= 10,<= 10,-,<= 10,-,-,-,15,-,13,40 - 50 %,0 - 10 %,10 - 20 %,-,0 - 10 %,-,28%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,WESTBROOK,30,<= 10,59,<= 10,<= 10,-,12,-,<= 10,-,30,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 4,MANCHESTER,GLASTONBURY,108,14,241,43,26,<= 10,41,-,<= 10,-,136,<= 10,-,<= 10,<= 10,-,-,-,35,<= 10,18,-,20 - 30 %,0 - 10 %,-,0 - 10 %,-,67%,20 - 30 %
07/01/2015 - 06/30/2016,2016,REGION 2,NEW HAVEN,NEW HAVEN,2454,455,5991,1139,578,134,998,-,105,-,3921,145,50,26,174,-,20,-,816,39,674,9%,20%,39%,-,118%,-,44%,27%
07/01/2012 - 06/30/2013,2013,REGION 6,NEW BRITAIN,AVON,64,<= 10,125,13,22,-,18,-,<= 10,-,62,<= 10,<= 10,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,20 - 30 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,KENT,14,<= 10,52,<= 10,<= 10,<= 10,13,-,-,-,29,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,90 - 100 %,-,-,-,20 - 30 %,-
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,HARWINTON,29,<= 10,93,<= 10,<= 10,<= 10,18,-,<= 10,-,59,<= 10,-,-,<= 10,-,-,-,-,-,<= 10,0 - 10 %,0 - 10 %,20 - 30 %,-,0 - 10 %,-,-,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 3,WILLIMANTIC,KILLINGLY,237,47,627,170,42,15,139,-,18,-,388,<= 10,<= 10,-,64,-,<= 10,-,95,-,74,0 - 10 %,-,160%,-,90 - 100 %,-,189%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 1,BRIDGEPORT,MONROE,55,<= 10,145,<= 10,16,<= 10,39,-,-,-,80,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,0 - 10 %,0 - 10 %,-,-,-,0 - 10 %,90 - 100 %
07/01/2015 - 06/30/2016,2016,REGION 5,WATERBURY,OXFORD,57,<= 10,103,11,15,<= 10,<= 10,-,<= 10,-,59,<= 10,-,<= 10,-,-,-,-,<= 10,-,<= 10,-,40 - 50 %,0 - 10 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,OTHER,NULL,OTHER,422,69,1233,218,73,23,317,-,16,-,711,22,<= 10,<= 10,33,-,<= 10,-,150,<= 10,108,0 - 10 %,30 - 40 %,11%,-,10 - 20 %,-,88%,110 - 120 %
07/01/2013 - 06/30/2014,2014,REGION 4,MANCHESTER,BOLTON,24,<= 10,56,<= 10,<= 10,<= 10,13,-,-,-,35,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,-,-,-,-,0 - 10 %,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 3,WILLIMANTIC,CHAPLIN,21,<= 10,53,16,<= 10,<= 10,14,-,-,-,34,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,70 - 80 %,-,-,-,10 - 20 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 6,NEW BRITAIN,BERLIN,78,12,215,39,27,<= 10,44,-,<= 10,-,113,<= 10,<= 10,-,<= 10,-,-,-,15,-,17,50 - 60 %,0 - 10 %,20 - 30 %,-,0 - 10 %,-,24%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,EAST HAMPTON,81,<= 10,221,32,16,12,56,-,<= 10,-,127,<= 10,<= 10,-,<= 10,-,-,-,24,<= 10,15,10 - 20 %,-,0 - 10 %,-,0 - 10 %,-,19%,10 - 20 %
07/01/2014 - 06/30/2015,2015,REGION 3,MIDDLETOWN,DEEP RIVER,22,<= 10,50,<= 10,<= 10,<= 10,11,-,<= 10,-,28,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,-,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,WATERBURY,WOLCOTT,69,<= 10,181,22,18,<= 10,26,-,<= 10,-,122,<= 10,-,-,<= 10,-,-,-,16,<= 10,<= 10,-,0 - 10 %,10 - 20 %,-,0 - 10 %,-,13%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,MONTVILLE,153,25,444,90,37,<= 10,75,-,<= 10,-,290,14,<= 10,<= 10,<= 10,-,<= 10,-,73,<= 10,36,30 - 40 %,90 - 100 %,20 - 30 %,-,40 - 50 %,-,79%,10 - 20 %
07/01/2010 - 06/30/2011,2011,REGION 3,MIDDLETOWN,OLD LYME,24,<= 10,74,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,43,<= 10,<= 10,-,-,-,<= 10,-,<= 10,<= 10,<= 10,10 - 20 %,0 - 10 %,0 - 10 %,-,30 - 40 %,-,10 - 20 %,30 - 40 %
07/01/2014 - 06/30/2015,2015,REGION 3,MIDDLETOWN,PORTLAND,35,<= 10,80,<= 10,<= 10,-,<= 10,-,<= 10,-,62,<= 10,<= 10,-,-,-,-,-,<= 10,<= 10,<= 10,10 - 20 %,-,0 - 10 %,-,0 - 10 %,-,0 - 10 %,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 1,NORWALK,STAMFORD,839,97,2029,210,207,57,390,-,34,-,1219,65,11,<= 10,48,-,<= 10,-,131,<= 10,136,5%,0 - 10 %,12%,-,0 - 10 %,-,11%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 1,NORWALK,GREENWICH,193,24,436,44,64,11,89,-,<= 10,-,241,<= 10,<= 10,<= 10,13,-,-,-,23,-,31,0 - 10 %,10 - 20 %,26%,-,0 - 10 %,-,20%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,POMFRET,48,<= 10,128,16,<= 10,<= 10,19,-,<= 10,-,80,<= 10,<= 10,-,<= 10,-,-,-,<= 10,<= 10,<= 10,30 - 40 %,0 - 10 %,140 - 150 %,-,0 - 10 %,-,20 - 30 %,90 - 100 %
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,WASHINGTON,13,<= 10,37,<= 10,<= 10,<= 10,<= 10,-,-,-,25,<= 10,<= 10,-,<= 10,-,-,-,<= 10,-,<= 10,40 - 50 %,0 - 10 %,70 - 80 %,-,-,-,20 - 30 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,HARTLAND,<= 10,-,13,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,GUILFORD,76,<= 10,158,17,16,-,23,-,<= 10,-,106,<= 10,-,-,<= 10,-,-,-,12,-,<= 10,-,-,20 - 30 %,-,0 - 10 %,-,11%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,WATERBURY,OXFORD,48,<= 10,109,16,11,-,<= 10,-,<= 10,-,75,<= 10,<= 10,-,<= 10,-,-,-,11,<= 10,<= 10,20 - 30 %,-,10 - 20 %,-,0 - 10 %,-,15%,10 - 20 %
07/01/2013 - 06/30/2014,2014,REGION 1,BRIDGEPORT,MONROE,60,<= 10,134,13,15,<= 10,37,-,<= 10,-,64,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,0 - 10 %,10 - 20 %,-,0 - 10 %,-,0 - 10 %,40 - 50 %
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,ASHFORD,26,<= 10,61,<= 10,<= 10,-,<= 10,-,<= 10,-,50,<= 10,<= 10,-,<= 10,-,-,-,<= 10,-,<= 10,10 - 20 %,-,40 - 50 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 4,HARTFORD,WEST HARTFORD,252,44,559,96,83,11,100,-,<= 10,-,318,17,<= 10,<= 10,21,-,<= 10,-,61,<= 10,53,0 - 10 %,10 - 20 %,21%,-,10 - 20 %,-,64%,30 - 40 %
07/01/2010 - 06/30/2011,2011,REGION 6,NEW BRITAIN,PLYMOUTH,99,24,216,56,36,<= 10,57,-,<= 10,-,104,<= 10,<= 10,-,16,-,<= 10,-,34,<= 10,32,0 - 10 %,0 - 10 %,51%,-,10 - 20 %,-,54%,20 - 30 %
07/01/2010 - 06/30/2011,2011,REGION 5,TORRINGTON,SALISBURY,14,<= 10,36,<= 10,<= 10,-,<= 10,-,<= 10,-,25,-,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,70 - 80 %,-
07/01/2015 - 06/30/2016,2016,REGION 6,NEW BRITAIN,BURLINGTON,24,<= 10,53,11,<= 10,<= 10,<= 10,-,<= 10,-,37,<= 10,-,-,-,-,-,-,11,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,30%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 4,HARTFORD,WEST HARTFORD,246,30,544,66,83,<= 10,81,-,12,-,332,16,<= 10,-,11,-,<= 10,-,49,<= 10,40,0 - 10 %,0 - 10 %,38%,-,0 - 10 %,-,32%,10 - 20 %
07/01/2015 - 06/30/2016,2016,REGION 1,NORWALK,WESTON,20,<= 10,48,<= 10,<= 10,-,11,-,-,-,30,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,-,-,-,-,0 - 10 %,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,EASTFORD,<= 10,-,18,-,<= 10,<= 10,<= 10,-,-,-,12,-,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,-,-
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,MIDDLETOWN,540,89,1228,184,126,44,185,-,26,-,794,21,<= 10,<= 10,34,-,<= 10,-,126,<= 10,115,0 - 10 %,0 - 10 %,18%,-,0 - 10 %,-,16%,30 - 40 %
07/01/2014 - 06/30/2015,2015,REGION 5,DANBURY,NEW MILFORD,151,28,398,71,24,<= 10,91,-,<= 10,-,252,<= 10,-,<= 10,<= 10,-,<= 10,-,51,<= 10,38,-,10 - 20 %,10 - 20 %,-,50 - 60 %,-,20%,50 - 60 %
07/01/2010 - 06/30/2011,2011,REGION 1,NORWALK,WESTON,27,<= 10,67,<= 10,14,-,15,-,<= 10,-,29,<= 10,<= 10,-,-,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,-,-,0 - 10 %,-,10 - 20 %,90 - 100 %
07/01/2014 - 06/30/2015,2015,REGION 5,DANBURY,NEWTOWN,92,13,205,26,35,11,31,-,<= 10,-,117,<= 10,<= 10,-,<= 10,-,-,-,22,<= 10,18,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,35%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 3,WILLIMANTIC,WILLINGTON,20,<= 10,68,12,<= 10,<= 10,14,-,<= 10,-,37,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,20 - 30 %,-,0 - 10 %,-,20 - 30 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 4,MANCHESTER,ELLINGTON,56,<= 10,137,22,17,<= 10,19,-,<= 10,-,93,<= 10,<= 10,-,<= 10,-,-,-,13,-,<= 10,10 - 20 %,0 - 10 %,20 - 30 %,-,0 - 10 %,-,14%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,ROXBURY,<= 10,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,<= 10,-,<= 10,-,-,-,<= 10,-,-,-,-,-,<= 10,0 - 10 %,-,40 - 50 %,-,0 - 10 %,-,0 - 10 %,-
07/01/2013 - 06/30/2014,2014,REGION 4,MANCHESTER,VERNON,352,60,1014,194,83,39,183,-,28,-,629,34,<= 10,<= 10,26,-,<= 10,-,137,11,78,10 - 20 %,90 - 100 %,16%,-,50 - 60 %,-,37%,73%
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,STONINGTON,68,<= 10,196,42,15,<= 10,40,-,<= 10,-,125,-,-,<= 10,<= 10,-,-,-,27,-,12,-,90 - 100 %,60 - 70 %,-,0 - 10 %,-,39%,-
07/01/2014 - 06/30/2015,2015,REGION 3,WILLIMANTIC,CHAPLIN,28,<= 10,108,17,<= 10,<= 10,19,-,<= 10,-,71,<= 10,-,<= 10,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,90 - 100 %,30 - 40 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 6,MERIDEN,MERIDEN,931,129,2389,386,213,66,397,-,70,-,1565,28,<= 10,12,56,-,16,-,281,<= 10,207,0 - 10 %,18%,14%,-,23%,-,18%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,WASHINGTON,<= 10,<= 10,15,<= 10,<= 10,-,<= 10,-,<= 10,-,<= 10,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,60 - 70 %,-,0 - 10 %,-,60 - 70 %,140 - 150 %
07/01/2010 - 06/30/2011,2011,REGION 1,NORWALK,STAMFORD,642,134,1487,265,223,44,272,-,34,-,805,47,18,20,38,-,<= 10,-,171,<= 10,181,8%,48%,14%,-,10 - 20 %,-,21%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,WATERBURY,CHESHIRE,72,12,234,52,21,-,62,-,<= 10,-,134,<= 10,<= 10,-,18,-,<= 10,-,29,<= 10,19,0 - 10 %,-,29%,-,20 - 30 %,-,22%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 1,NORWALK,WESTON,29,<= 10,81,11,<= 10,<= 10,14,-,<= 10,-,58,<= 10,-,-,-,-,-,-,11,-,<= 10,0 - 10 %,0 - 10 %,-,-,0 - 10 %,-,19%,0 - 10 %
07/01/2010 - 06/30/2011,2011,REGION 5,TORRINGTON,BETHLEHEM,24,<= 10,73,16,<= 10,<= 10,16,-,<= 10,-,36,<= 10,-,<= 10,<= 10,-,<= 10,-,<= 10,-,<= 10,0 - 10 %,50 - 60 %,30 - 40 %,-,30 - 40 %,-,10 - 20 %,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,PORTLAND,47,<= 10,108,15,15,<= 10,12,-,<= 10,-,65,<= 10,-,-,<= 10,-,-,-,13,<= 10,<= 10,-,0 - 10 %,0 - 10 %,-,0 - 10 %,-,20%,30 - 40 %
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,KILLINGWORTH,17,<= 10,50,14,<= 10,-,12,-,<= 10,-,23,-,<= 10,-,<= 10,-,<= 10,-,<= 10,-,<= 10,10 - 20 %,-,40 - 50 %,-,30 - 40 %,-,20 - 30 %,-
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,SUFFIELD,41,<= 10,157,57,<= 10,<= 10,37,-,<= 10,-,93,<= 10,<= 10,-,22,-,-,-,32,-,12,30 - 40 %,0 - 10 %,106%,-,0 - 10 %,-,40%,0 - 10 %
